ID	Icd1	Icd2	DiagnosisText	Comments	YearStart	YearEnd	DateIn	UserIn	DateOut	UserOut
738	8B20		Stroke disease		2023	9999	13/10/2023	PH		
739	8B20		Strokes		2023	9999	13/10/2023	ET		
740	8B20&XA1VB0		Total anterior circulation stroke		2023	9999	13/10/2023	MN		
741	8B20&XK8G&XA1VB0		Left total anterior circulation stroke		2023	9999	13/10/2023	MN		
742	8B20&XK8G&XA2JH8		Left middle cerebral artery stroke		2023	9999	13/10/2023	MN		
743	8B20&XK9K		Right stroke		2023	9999	27/11/2023	PH		
744	8B20&XK9K&XA2JH8		Right middle cerebral artery stroke		2023	9999	13/10/2023	MN		
745	8B21Z		Small vessel cerebrovascular disease		2023	9999	13/10/2023	MF		
746	8B223		Amyloid angiopathy		2023	9999	13/10/2023	PH		
747	8B223		Cerebral amyloid angiopathy		2023	9999	13/10/2023	PH		
748	8B2240		Cerebral arteriovenous malformation		2023	9999	13/10/2023	PH		
749	8B2242		Dural arteriovenous fistula		2023	9999	13/10/2023	PH		
750	8B2242		Dural arterio-venous fistula		2023	9999	13/10/2023	PH		
751	8B225		Berry aneurysm		2023	9999	13/10/2023	PH		
752	8B225		Brain aneurysm		2023	9999	13/10/2023	PH		
753	8B225		Cerebral aneurysm		2023	9999	13/10/2023	PH		
754	8B225&XA13S2		Cerebral artery aneurysm		2023	9999	15/10/2023	PH		
755	8B240		Anoxic brain injury		2023	9999	13/10/2023	PH		
756	8B24Z		Cerebral hypoxia		2023	9999	13/10/2023	PH		
757	8B24Z		Hypoxic brain damage		2023	9999	13/10/2023	PH		
758	8B24Z		Hypoxic brain injury		2023	9999	13/10/2023	PH		
759	8B24Z		Hypoxic encephalopathy		2023	9999	13/10/2023	PH		
760	8B24Z		Hypoxic ischaemic brain injury		2023	9999	24/10/2023	PH		
761	8B24Z		Hypoxic ischaemic encephalopathy		2023	9999	13/10/2023	PH		
762	8B24Z		Hypoxic-ischaemic encephalopathy		2023	9999	13/10/2023	PH		
763	8B24Z&XS25		Severe hypoxic brain injury		2023	9999	13/10/2023	PH		
764	8B250		Old cerebral infarction		2023	9999	13/10/2023	PH		
765	8B254		Old stroke		2023	9999	13/10/2023	PH		
766	8B254		Previous cerebrovascular accident		2023	9999	13/10/2023	PH		
767	8B254		Previous ischaemic stroke		2023	9999	13/10/2023	PH		
768	8B254		Previous stroke		2023	9999	13/10/2023	PH		
769	8B254		Previous strokes		2023	9999	13/10/2023	PH		
770	8B261		Cerebellar infarction		2023	9999	13/10/2023	PH		
771	8B2Z		Cerebral vascular disease		2023	9999	13/10/2023	PH		
772	8B2Z		Cerebrovascular disease		2023	9999	13/10/2023	PH		
773	8B2Z		Cerebro-vascular disease		2023	9999	13/10/2023	PH		
774	8B2Z		CVD		2023	9999	13/10/2023	PH		
775	8B40		Cauda equina syndrome		2023	9999	09/11/2023	PH		
776	8B42		Cervical myelopathy		2023	9999	13/10/2023	PH		
777	8B42		Spinal cord compression		2023	9999	13/10/2023	PH		
778	8B440Z		Spastic paraparesis		2023	9999	13/10/2023	PH		
779	8B600		Amyotrophic lateral sclerosis		2023	9999	13/10/2023	PH		
780	8B601		Progressive bulbar palsy		2023	9999	13/10/2023	PH		
781	8B602		Pseudobulbar palsy		2023	9999	06/12/2023	MN		
782	8B60Y		Bulbar palsy		2023	9999	13/10/2023	PH		
783	8B60Z		Bulbar motor neuron disease		2023	9999	07/12/2023	PH		
784	8B60Z		Bulbar motor neurone disease		2023	9999	13/10/2023	PH		
785	8B60Z		Motor neuron disease		2023	9999	13/10/2023	PH		
786	8B60Z		Motor neurone disease		2023	9999	13/10/2023	PH		
787	8B60Z&XS25		Advanced motor neuron disease		2023	9999	13/10/2023	PH		
788	8B61Z		Spinal muscular atrophy		2023	9999	13/10/2023	PH		
789	8C010		Guillain barre syndrome		2023	9999	13/10/2023	PH		
790	8C013		Chronic inflammatory demyelinating polyneuropathy		2023	9999	13/10/2023	PH		
791	8C030		Diabetic neuropathy		2023	9999	13/10/2023	PH		
792	8C0Z		Neuropathy		2023	9999	13/10/2023	PH		
793	8C0Z		Peripheral neuropathy		2023	9999	13/10/2023	PH		
794	8C21Z		Charcot-Marie-Tooth disease		2023	9999	01/12/2023	PH		
795	8C60Z		Myaesthenia gravis		2023	9999	13/10/2023	PH		
796	8C701		Duchenne muscular dystrophy		2023	9999	13/10/2023	PH		
797	8C701		Duchenne's muscular dystrophy		2023	9999	13/10/2023	PH		
798	8C70Z		Muscular dystrophy		2023	9999	13/10/2023	PH		
799	8C710		Myotonic dystrophy		2023	9999	13/10/2023	PH		
800	8C73Y		MELAS syndrome		2023	9999	13/10/2023	PH		
801	8C73Z		Mitochondrial myopathy		2023	9999	13/10/2023	PH		
802	8D2Z		Cerebral palsy		2023	9999	13/10/2023	PH		
803	8D2Z		Congenital cerebral palsy		2023	9999	13/10/2023	PH		
804	8D601		Cerebral oedema		2023	9999	13/10/2023	PH		
805	8D60Z		Raised intracranial pressure		2023	9999	13/10/2023	PH		
806	8D6404		Normal pressure hydrocephalus		2023	9999	13/10/2023	PH		
807	8D64Z		Hydrocephalous		2023	9999	13/10/2023	PH		
808	8D64Z		Hydrocephalus		2023	9999	13/10/2023	PH		
809	8D870Z		Multi system atrophy		2023	9999	13/10/2023	PH		
810	8D870Z		Multiple system atrophy		2023	9999	13/10/2023	PH		
811	8E00		Sporadic Creutzfeldt-Jakob disease		2023	9999	13/10/2023	PH		
812	8E02Z		Creutzfeldt-Jakob disease		2023	9999	13/10/2023	PH		
813	8E47		Encephalopathy		2023	9999	13/10/2023	PH		
814	8E4A0		Autoimmune encephalitis		2023	9999	13/10/2023	PH		
815	8E4Y		Cerebral atrophy		2023	9999	13/10/2023	PH		
816	8E64		Multifocal Cerebral Infarction		2023	9999	13/10/2023	PH		
817	9B750Z		Age related macular degeneration		2023	9999	13/10/2023	PH		
818	9B783Z		Macular degeneration		2023	9999	13/10/2023	PH		
819	9C61Z		Glaucoma		2023	9999	13/10/2023	PH		
820	9C821		Oculopharyngeal muscular dystrophy		2023	9999	01/12/2023	PH		
821	9D56		Charles Bonnet syndrome		2023	9999	13/10/2023	PH		
822	AA02		Necrotising otitis externa		2023	9999	13/10/2023	PH		
823	BA00Y		Orthostatic hypertension		2023	9999	27/11/2023	PH		
824	BA00Z		Arterial hypertension		2023	9999	13/10/2023	PH		
825	BA00Z		Artery hypertension		2023	9999	13/10/2023	PH		
826	BA00Z		Cardiorenal syndrome		2023	9999	13/10/2023	PH		
827	BA00Z		Essential hypertension		2023	9999	13/10/2023	PH		
828	BA00Z		High blood pressure		2023	9999	13/10/2023	PH		
829	BA00Z		HT		2023	9999	13/10/2023	PH		
830	BA00Z		HTN		2023	9999	13/10/2023	PH		
831	BA00Z		Hypertension		2023	9999	13/10/2023	PH		
832	BA00Z		Hypertensive		2023	9999	13/10/2023	PH		
833	BA00Z		Hypertensive disease		2023	9999	13/10/2023	PH		
834	BA00Z		Systemic hypertension		2023	9999	13/10/2023	PH		
835	BA00Z&XS25		Severe hypertension		2023	9999	13/10/2023	PH		
836	BA01	BA6Z	Hypertensive and ischaemic heart disease		2023	9999	13/10/2023	PH		
837	BA01	BC0Z	Hypertensive and valvular heart disease		2023	9999	13/10/2023	PH		
838	BA01	BD1Z	Congestive cardiac failure hypertension		2023	9999	13/10/2023	PH		
839	BA01		Hypertensive cardiac disease		2023	9999	21/11/2023	PH		
840	BA01		Hypertensive cardiomyopathy		2023	9999	13/10/2023	PH		
841	BA01		Hypertensive heart disease		2023	9999	13/10/2023	PH		
842	BA02		Hypertensive nephropathy		2023	9999	13/10/2023	PH		
843	BA02		Hypertensive nephrosclerosis		2023	9999	09/11/2023	PH		
844	BA02		Renovascular disease		2023	9999	13/10/2023	PH		
845	BA21		Orthostatic hypotension		2023	9999	13/10/2023	PH		
846	BA21		Postural hypotension		2023	9999	13/10/2023	PH		
847	BA2Z		Hypotension		2023	9999	13/10/2023	PH		
848	BA400		Acute coronary insufficiency		2023	9999	13/10/2023	PH		
849	BA400		Unstable angina		2023	9999	13/10/2023	PH		
850	BA401		Stable angina		2023	9999	13/10/2023	PH		
851	BA40Z		Angina		2023	9999	13/10/2023	PH		
852	BA40Z		Angina pectoris		2023	9999	13/10/2023	PH		
853	BA410		Acute ST elevation myocardial infarction		2023	9999	21/11/2023	PH		
854	BA410		ST elevated myocardial infarction		2023	9999	13/10/2023	PH		
855	BA410		ST elevation myocardial infarction		2023	9999	13/10/2023	PH		
856	BA410		ST-elevation myocardial infarction		2023	9999	05/12/2023	PH		
857	BA410		STEMI		2023	9999	13/10/2023	PH		
858	BA410&XA3RM8		Inferior ST elevation myocardial infarction		2023	9999	05/12/2023	PH		
859	BA411		Non ST elevated myocardial infarction		2023	9999	13/10/2023	PH		
860	BA411		Non ST elevation myocardial infarction		2023	9999	13/10/2023	PH		
861	BA411		Non-ST elevated myocardial infarction		2023	9999	18/12/2023	PH		
862	BA411		NSTEMI		2023	9999	13/10/2023	PH		
863	BA412		Recent myocardial infarction		2023	9999	13/10/2023	MF		
864	BA41Z		Acute coronary artery thrombosis		2023	9999	26/10/2023	PH		
865	BA41Z		Acute myocardial infarction		2023	9999	13/10/2023	PH		
866	BA41Z		Coronary artery occlusion		2023	9999	13/10/2023	PH		
867	BA41Z		Coronary artery thrombosis		2023	9999	13/10/2023	PH		
868	BA41Z		Coronary artery thrombus		2023	9999	13/10/2023	PH		
869	BA41Z		Coronary thrombosis		2023	9999	13/10/2023	PH		
870	BA41Z		Heart attack		2023	9999	13/10/2023	PH		
871	BA41Z		MI		2023	9999	13/10/2023	PH		
872	BA41Z		Myocardial infarct		2023	9999	13/10/2023	PH		
873	BA41Z		Myocardial infarction		2023	9999	13/10/2023	PH		
874	BA41Z		Myocardial rupture		2023	9999	13/10/2023	PH		
875	BA41Z		Ruptured acute myocardial infarction		2023	9999	13/10/2023	ET		
876	BA41Z&XA3RM8		Acute inferior myocardial infarction		2023	9999	06/12/2023	MN		
877	BA41Z&XA3RM8		Inferior myocardial infarction		2023	9999	05/12/2023	PH		
878	BA41Z&XA7RE3		Anterior myocardial infarction		2023	9999	07/11/2023	PH		
879	BA42		Type 2 myocardial infarction		2023	9999	13/10/2023	MF		
880	BA43&XA7NQ7		Left anterior descending coronary artery thrombosis		2023	9999	05/12/2023	PH		
881	BA43&XK9K		Right coronary artery thrombosis		2023	9999	13/10/2023	MF		
882	BA43&XK9K		Thrombosis right coronary artery		2023	9999	12/12/2023	PH		
883	BA4Z		ACS		2023	9999	13/10/2023	PH		
884	BA4Z		Acute coronary syndrome		2023	9999	13/10/2023	PH		
885	BA4Z		Acute ischaemic heart disease		2023	9999	13/10/2023	PH		
886	BA4Z		Acute myocardial ischaemia		2023	9999	13/10/2023	PH		
887	BA50		Myocardial scarring		2023	9999	13/10/2023	PH		
888	BA50		Old myocardial infarction		2023	9999	13/10/2023	PH		
889	BA50		Past myocardial infarction		2023	9999	13/10/2023	PH		
890	BA50		Previous myocardial infarction		2023	9999	13/10/2023	PH		
891	BA51Z	BA01	Ischaemic and hypertensive cardiomyopathy		2023	9999	19/12/2023	PH		
892	BA51Z		Ischaemic cardiomyopathy		2023	9999	13/10/2023	PH		
893	BA51Z&XS25		Severe ischaemic cardiomyopathy		2023	9999	13/10/2023	PH		
894	BA52Z	BA41Z	Coronary artery atheroma and thrombosis		2023	9999	13/10/2023	PH		
895	BA52Z	BA41Z	Coronary artery atheroma with thrombosis		2023	9999	20/11/2023	PH		
896	BA52Z	BA41Z	Coronary artery atherosclerosis and thrombosis		2023	9999	13/10/2023	PH		
897	BA52Z	BA41Z	Coronary atherosclerosis and thrombosis		2023	9999	13/10/2023	PH		
898	BA52Z		Atherosclerosis coronary artery disease		2023	9999	13/10/2023	PH		
899	BA52Z		Atherosclerotic coronary artery disease		2023	9999	13/10/2023	PH		
900	BA52Z		Coronary arteries atherosclerosis		2023	9999	13/10/2023	PH		
901	BA52Z		Coronary artery atheroma		2023	9999	13/10/2023	PH		
902	BA52Z		Coronary artery atheromatous disease		2023	9999	13/10/2023	PH		
903	BA52Z		Coronary artery atherosclerosis		2023	9999	13/10/2023	PH		
904	BA52Z		Coronary artery narrowing by atherosclerosis		2023	9999	13/10/2023	PH		
905	BA52Z		Coronary artery stenosis		2023	9999	13/10/2023	PH		
906	BA52Z		Coronary atheroma		2023	9999	13/10/2023	PH		
907	BA52Z		Coronary atheromatous disease		2023	9999	13/10/2023	PH		
908	BA52Z		Coronary atherosclerosis		2023	9999	13/10/2023	PH		
909	BA52Z		Coronary syndrome		2023	9999	13/10/2023	PH		
910	BA52Z		High grade coronary artery atherosclerosis		2023	9999	13/10/2023	MF		
911	BA52Z		Occlusive coronary artery atheroma		2023	9999	13/10/2023	PH		
912	BA52Z		Stenotic coronary artery atheroma		2023	9999	13/10/2023	MF		
913	BA52Z		Stenotic Coronary Artery atherosclerosis		2023	9999	13/10/2023	MF		
914	BA52Z&XS25	BA41Z	Severe coronary artery atheroma with thrombosis		2023	9999	20/11/2023	PH		
915	BA52Z&XS25		Severe coronary arteries stenosis		2023	9999	13/10/2023	MF		
916	BA52Z&XS25		Severe coronary artery atheroma		2023	9999	18/12/2023	PH		
917	BA52Z&XS25		Severe coronary artery atheromatous disease		2023	9999	05/12/2023	PH		
918	BA52Z&XS25		Severe coronary artery atherosclerosis		2023	9999	13/10/2023	PH		
919	BA52Z&XS25		Severe coronary artery stenosis		2023	9999	13/10/2023	MF		
920	BA52Z&XS25		Severe coronary atheroma		2023	9999	13/10/2023	PH		
921	BA52Z&XS25		Severe coronary atherosclerosis		2023	9999	13/10/2023	PH		
922	BA52Z&XS2V		Uni-vascular atherosclerosis coronary artery disease		2023	9999	13/10/2023	PH		
923	BA5Z		Chronic ischaemic heart disease		2023	9999	13/10/2023	PH		
924	BA5Z		Coronary heart disease		2023	9999	13/10/2023	PH		
925	BA60Y	BA41Z	Ruptured myocardial infarction		2023	9999	13/10/2023	PH		
926	BA6Z	BA01	Ischaemic and hypertension heart disease		2023	9999	13/10/2023	PH		
927	BA6Z	BA01	Ischaemic and hypertensive heart disease		2023	9999	13/10/2023	PH		
928	BA6Z	BB7Z	Mitral and aortic valve disease		2023	9999	13/10/2023	PH		
929	BA6Z	BC0Z	Ischaemic and valvular heart disease		2023	9999	13/10/2023	PH		
930	BA6Z		Cardiac ischaemia		2023	9999	13/10/2023	PH		
931	BA6Z		IHD		2023	9999	13/10/2023	PH		
932	BA6Z		Ischaemic cardiac disease		2023	9999	21/11/2023	PH		
933	BA6Z		Ischaemic coronary heart disease		2023	9999	13/10/2023	PH		
934	BA6Z		Ischaemic heart disease		2023	9999	13/10/2023	PH		
935	BA6Z		Myocardial ischaemia		2023	9999	13/10/2023	PH		
936	BA6Z&XS25		Severe ischaemic heart disease		2023	9999	13/10/2023	PH		
937	BA82		Spontaneous coronary artery dissection		2023	9999	13/10/2023	PH		
938	BA84		Complete occlusion coronary artery		2023	9999	14/12/2023	PH		
939	BA84		Complete occlusion of the coronary artery		2023	9999	13/10/2023	PH	14/12/2023	PH
940	BA8Z		Coronary artery disease		2023	9999	13/10/2023	PH		
941	BA8Z		Coronary artery insufficiency		2023	9999	13/10/2023	PH		
942	BA8Z&XE8J3		Calcified coronary arterial disease		2023	9999	25/10/2023	PH		
943	BA8Z&XS25		Severe coronary artery disease		2023	9999	13/10/2023	PH		
944	BB000		Acute pulmonary embolism		2023	9999	13/10/2023	PH		
945	BB000		Acute pulmonary embolus		2023	9999	01/12/2023	PH		
946	BB000		Acute pulmonary thromboembolism		2023	9999	21/11/2023	PH		
947	BB00Z		Bilateral pulmonary thromboembolism		2023	9999	13/10/2023	MF		
948	BB00Z		Massive pulmonary embolism		2023	9999	01/11/2023	PH		
949	BB00Z		PE		2023	9999	13/10/2023	PH		
950	BB00Z		Previous pulmonary embolism		2023	9999	13/10/2023	PH		
951	BB00Z		Pulmonary emboli		2023	9999	13/10/2023	PH		
952	BB00Z		Pulmonary embolism		2023	9999	13/10/2023	PH		
953	BB00Z		Pulmonary embolisms		2023	9999	13/10/2023	PH		
954	BB00Z		Pulmonary embolus		2023	9999	13/10/2023	PH		
955	BB00Z		Pulmonary infarction		2023	9999	13/10/2023	PH		
956	BB00Z		Pulmonary thromboemboli		2023	9999	13/10/2023	PH		
957	BB00Z		Pulmonary thromboembolism		2023	9999	13/10/2023	PH		
958	BB00Z		Pulmonary thromboembolus		2023	9999	13/10/2023	PH		
959	BB00Z		Pulmonary thrombosis		2023	9999	13/10/2023	PH		
960	BB00Z&XA09J9		Pulmonary arterial thromboembolism		2023	9999	13/10/2023	PH		
961	BB00Z&XA09J9		Pulmonary artery thromboembolism		2023	9999	13/10/2023	PH		
962	BB00Z&XK9J		Bilateral pulmonary emboli		2023	9999	13/10/2023	MF		
963	BB00Z&XK9J		Bilateral pulmonary embolism		2023	9999	13/10/2023	PH		
964	BB00Z&XK9J		Bilateral pulmonary thromboemboli		2023	9999	05/12/2023	PH		
965	BB010	LA8Z	Eisenmenger syndrome		2023	9999	13/10/2023	PH		
966	BB010		Primary pulmonary hypertension		2023	9999	13/10/2023	PH		
967	BB010		Pulmonary arterial hypertension		2023	9999	13/10/2023	PH		
968	BB010		Pulmonary artery hypertension		2023	9999	13/10/2023	PH		
969	BB013		Chronic thromboembolic pulmonary hypertension		2023	9999	13/10/2023	PH		
970	BB015		Cor pulmonale		2023	9999	13/10/2023	PH		
971	BB015		Cor-pulmonale		2023	9999	13/10/2023	PH		
972	BB015&XT8W		Chronic cor pulmonale		2023	9999	13/10/2023	PH		
973	BB01Z		Pulmonary hypertension		2023	9999	13/10/2023	PH		
974	BB01Z&XS25		Severe pulmonary hypertension		2023	9999	13/10/2023	PH		
975	BB02		Cardiopulmonary degeneration		2023	9999	13/10/2023	MF		
976	BB202		Myopericarditis		2023	9999	21/11/2023	PH		
977	BB20Y		Fibrinous pericarditis		2023	9999	13/10/2023	PH		
978	BB20Z		Acute pericarditis		2023	9999	13/10/2023	PH		
979	BB22		Constrictive pericarditis		2023	9999	13/10/2023	PH		
980	BB23		Cardiac tamponade		2023	9999	13/10/2023	PH		
981	BB23		Pericardial tamponade		2023	9999	13/10/2023	PH		
982	BB24		Haemopericardium		2023	9999	13/10/2023	PH		
983	BB24&XT5R		Acute haemopericardium		2023	9999	13/10/2023	PH		
984	BB25		Pericardial effusion		2023	9999	13/10/2023	PH		
985	BB2Z		Pericarditis		2023	9999	13/10/2023	PH		
986	BB40		Bacterial endocarditis		2023	9999	13/10/2023	PH		
987	BB40		Infected endocarditis		2023	9999	13/10/2023	PH		
988	BB40		Infective endocarditis		2023	9999	13/10/2023	PH		
989	BB60Z		Mitral stenosis		2023	9999	13/10/2023	PH		
990	BB60Z		Mitral valve stenosis		2023	9999	13/10/2023	PH		
991	BB60Z&XS25		Severe mitral stenosis		2023	9999	13/10/2023	PH		
992	BB61Z	BB81Z	Mitral and tricuspid valve regurgitation		2023	9999	01/11/2023	PH		
993	BB61Z		Mitral regurgitation		2023	9999	13/10/2023	PH		
994	BB61Z		Mitral valve regurgitation		2023	9999	13/10/2023	PH		
995	BB61Z&XS25		Severe mitral regurgitation		2023	9999	13/10/2023	PH		
996	BB61Z&XS25		Severe mitral valve regurgitation		2023	9999	01/12/2023	PH		
997	BB62Z		Mitral valve prolapse		2023	9999	13/10/2023	PH		
998	BB6Z		Mitral valve disease		2023	9999	13/10/2023	PH		
999	BB701		Calcific aortic stenosis		2023	9999	13/10/2023	PH		
1000	BB701		Calcific aortic valve stenosis		2023	9999	13/10/2023	PH		
1001	BB70Z		Aortic stenosis		2023	9999	13/10/2023	PH		
1002	BB70Z		Aortic valve stenosis		2023	9999	13/10/2023	PH		
1003	BB70Z		Aortic valvular stenosis		2023	9999	13/10/2023	PH		
1004	BB70Z		Critical aortic stenosis		2023	9999	13/10/2023	MF		
1005	BB70Z		Stenosis aortic valve		2023	9999	13/10/2023	PH		
1006	BB70Z&XS0T		Moderate aortic stenosis		2023	9999	25/10/2023	ET		
1007	BB70Z&XS25		Severe aortic stenosis		2023	9999	13/10/2023	PH		
1008	BB70Z&XS25		Severe aortic valve stenosis		2023	9999	13/10/2023	PH		
1009	BB71Z		Aortic regurgitation		2023	9999	13/10/2023	PH		
1010	BB71Z&XS25		Severe aortic regurgitation		2023	9999	13/10/2023	PH		
1011	BB72Z		Aortic valve regurgitation		2023	9999	13/10/2023	PH		
1012	BB7Z	BB6Z	Aortic and mitral valve disease		2023	9999	13/10/2023	PH		
1013	BB7Z		Aortic valve disease		2023	9999	13/10/2023	PH		
1014	BB81Z		Severe tricuspid regurgitation		2023	9999	13/10/2023	PH		
1015	BB81Z		Tricuspid incompetence		2023	9999	13/10/2023	PH		
1016	BB81Z		Tricuspid regurgitation		2023	9999	13/10/2023	PH		
1017	BB81Z		Tricuspid valve regurgitation		2023	9999	13/10/2023	PH		
1018	BC0Z	BA01	Valvular and hypertensive heart disease		2023	9999	13/10/2023	PH		
1019	BC0Z	BA6Z	Valvular and ischaemic heart disease		2023	9999	01/11/2023	PH		
1020	BC0Z		Cardiac valve disease		2023	9999	13/10/2023	PH		
1021	BC0Z		Cardiac valvular disease		2023	9999	13/10/2023	PH		
1022	BC0Z		Heart valve disease		2023	9999	13/10/2023	PH		
1023	BC0Z		Valvular disease		2023	9999	13/10/2023	PH		
1024	BC0Z		Valvular heart disease		2023	9999	13/10/2023	PH		
1025	BC0Z&XS25		Severe valvular heart disease		2023	9999	13/10/2023	PH		
1026	BC201		Rheumatic heart disease		2023	9999	13/10/2023	PH		
1027	BC421		Viral myocarditis		2023	9999	13/10/2023	PH		
1028	BC42Z		Myocardial fibrosis		2023	9999	13/10/2023	PH		
1029	BC42Z		Myocarditis		2023	9999	13/10/2023	PH		
1030	BC4301		Alcoholic cardiomyopathy		2023	9999	13/10/2023	PH		
1031	BC430Z		Congestive cardiomyopathy		2023	9999	13/10/2023	PH		
1032	BC430Z		Dilated cardiomyopathy		2023	9999	13/10/2023	PH		
1033	BC430Z		Primary dilated cardiomyopathy		2023	9999	09/11/2023	PH		
1034	BC430Z&XB5F		Idiopathic dilated cardiomyopathy		2023	9999	13/10/2023	PH		
1035	BC4312		Hypertrophic obstructive cardiomyopathy		2023	9999	13/10/2023	PH		
1036	BC431Z		Hypertrophic cardiomyopathy		2023	9999	13/10/2023	PH		
1037	BC435		Takotsubo cardiomyopathy		2023	9999	13/10/2023	PH		
1038	BC436		Arrhythmogenic ventricular cardiomyopathy		2023	9999	13/10/2023	PH		
1039	BC43Y		Non-ischaemic cardiomyopathy		2023	9999	23/10/2023	ET		
1040	BC43Z		Cardiomyopathy		2023	9999	13/10/2023	PH		
1041	BC43Z&XB5F		Idiopathic cardiomyopathy		2023	9999	05/12/2023	MN		
1042	BC45		Cardiac dilation		2023	9999	13/10/2023	PH		
1043	BC45		Cardiac enlargement		2023	9999	13/10/2023	PH		
1044	BC45		Cardiac hypertrophy		2023	9999	13/10/2023	PH		
1045	BC45		Cardiomegaly		2023	9999	13/10/2023	PH		
1046	BC45		Enlarged heart		2023	9999	13/10/2023	PH		
1047	BC45		Enlargement heart		2023	9999	14/12/2023	PH		
1048	BC45		Enlargement of the heart		2023	9999	13/10/2023	PH	14/12/2023	PH
1049	BC45		Hypertrophic heart disease		2023	9999	13/10/2023	PH		
1050	BC45		Left ventricular hypertrophy		2023	9999	13/10/2023	PH		
1051	BC45		Myocardial hypertrophy		2023	9999	13/10/2023	PH		
1052	BC45		Ventricular hypertrophy		2023	9999	13/10/2023	PH		
1053	BC45&XA9HH8		Right ventricular hypertrophy		2023	9999	13/10/2023	ET		
1054	BC45&XB5F		Idiopathic left ventricular hypertrophy		2023	9999	13/10/2023	PH		
1055	BC45&XB5F		Idiopathic ventricular hypertrophy		2023	9999	13/10/2023	PH		
1056	BC45&XK9J		Biventricular cardiac hypertrophy		2023	9999	13/10/2023	ET		
1057	BC45&XK9J		Biventricular hypertrophy		2023	9999	13/10/2023	ET		
1058	BC45&XS25		Severe cardiac hypertrophy		2023	9999	13/10/2023	PH		
1059	BC45&XS25		Severe cardiomegaly		2023	9999	13/10/2023	PH		
1060	BC45&XS25		Severe left ventricular hypertrophy		2023	9999	30/11/2023	ET		
1061	BC46		Ventricular thrombosis		2023	9999	13/10/2023	PH		
1062	BC46&XA8FJ7		Left ventricular thrombus		2023	9999	13/10/2023	ET		
1063	BC4Y&XS25		Severe ventricular dysfunction		2023	9999	13/10/2023	PH		
1064	BC4Y&XS25		Severe ventricular systolic dysfunction		2023	9999	13/10/2023	PH		
1065	BC4Z		Cardiac disease		2023	9999	13/10/2023	PH		
1066	BC4Z		Cardiac event		2023	9999	13/10/2023	PH		
1067	BC4Z		Heart disease		2023	9999	13/10/2023	PH		
1068	BC4Z		Senile myocardial degeneration		2023	9999	13/10/2023	MF		
1069	BC4Z&XA19J4		Aortic valvular heart disease		2023	9999	13/10/2023	MF		
1070	BC632Z		Complete atrioventricular block		2023	9999	13/10/2023	PH		
1071	BC632Z		Complete heart block		2023	9999	13/10/2023	PH		
1072	BC634Z		Left bundle branch block		2023	9999	13/10/2023	PH		
1073	BC635		Bundle branch block		2023	9999	13/10/2023	PH		
1074	BC63Z		Heart block		2023	9999	13/10/2023	PH		
1075	BC64		Sudden arrhythmic death syndrome		2023	9999	13/10/2023	PH		
1076	BC650		Long QT syndrome		2023	9999	13/10/2023	PH		
1077	BC710Z		Ventricular tachycardia		2023	9999	13/10/2023	PH		
1078	BC711		Ventricular fibrillation		2023	9999	13/10/2023	PH		
1079	BC711		VF		2023	9999	13/10/2023	PH		
1080	BC8020		Sick sinus syndrome		2023	9999	13/10/2023	PH		
1081	BC812Z		Atrial flutter		2023	9999	13/10/2023	PH		
1082	BC8130		Paroxysmal AF		2023	9999	13/10/2023	PH		
1083	BC8130		Paroxysmal atrial fibrillation		2023	9999	13/10/2023	PH		
1084	BC8132		Chronic atrial fibrillation		2023	9999	13/10/2023	PH		
1085	BC813Z		AF		2023	9999	13/10/2023	PH		
1086	BC813Z		Atrial fibrillation		2023	9999	13/10/2023	PH		
1087	BC813Z		Fast atrial fibrillation		2023	9999	13/10/2023	PH		
1088	BC814		Wolff-Parkinson-White syndrome		2023	9999	13/10/2023	PH		
1089	BC81Z		Supraventricular tachycardia		2023	9999	13/10/2023	PH		
1090	BC9Z		Arrhythmia		2023	9999	13/10/2023	PH		
1091	BC9Z		Cardiac arrhythmia		2023	9999	13/10/2023	PH		
1092	BC9Z		Cardiac dysrhythmia		2023	9999	13/10/2023	PH		
1093	BC9Z&XB5F		Idiopathic cardiac arrhythmia		2023	9999	13/10/2023	PH		
1094	BD10	BA52Z	Atheromatous coronary vascular disease		2023	9999	20/12/2023	PH		
1095	BD10		CCF		2023	9999	13/10/2023	PH		
1096	BD10		Congested cardiac failure		2023	9999	13/10/2023	PH		
1097	BD10		Congested heart failure		2023	9999	21/11/2023	PH		
1098	BD10		Congestive cardiac disease		2023	9999	13/10/2023	PH		
1099	BD10		Congestive cardiac failure		2023	9999	13/10/2023	PH		
1100	BD10		Congestive cardial failure		2023	9999	13/10/2023	PH		
1101	BD10		Congestive heart disease		2023	9999	13/10/2023	PH		
1102	BD10		Congestive heart failure		2023	9999	13/10/2023	PH		
1103	BD10		Decompensated congestive cardiac failure		2023	9999	13/10/2023	PH		
1104	BD10		Decompensated congestive heart failure		2023	9999	13/10/2023	PH		
1105	BD10&XS9F		End stage congestive cardiac failure		2023	9999	13/10/2023	PH		
1106	BD10&XS9F		Severe congestive cardiac failure		2023	9999	13/10/2023	PH		
1107	BD10&XT5R		Acute congestive cardiac failure		2023	9999	13/10/2023	PH		
1108	BD10&XT5R		Acute congestive heart failure		2023	9999	09/11/2023	PH		
